Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ReportCardType,Performance_Multiplier,SchoolName,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,OverallParticipation_County,OverallPArticipation_Rate,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ReportCardType,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,DistrictCode,Grade_Group
2014,44,I004,105,44I004105,ALINE-CLEO,"ALINE-CLEO ES",NULL,NULL,"Aline-Cleo ES",10,50,"F    ",11,64,"D    ",21,57,"F    ",0.95,6,0.05,2,0.35,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192,0.98,62,58,F,64,72,C,20,35,F,20,50,F,NULL,NULL,NULL,166,60,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,44,I004,105,44I004105,ALINE-CLEO,"ALINE-CLEO ES","Middle School",50,"ALINE-CLEO ES",11,36,"F    ",11,27,"F    ",22,32,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,195,0.99,54,63,D,54,67,D,22,45,F,30,47,F,0,0,N/,160,59,F,"Middle School",50,25,25,8,62,D-,44I004,D
2016,44,I004,105,44I004105,ALINE-CLEO,"ALINE-CLEO ES",NULL,NULL,"ALINE-CLEO ES",NULL,NULL,NULL,NULL,NULL,NULL,18,39,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,170,1.00,37,68,D,37,78,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,74,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,44,I004,705,44I004705,ALINE-CLEO,"ALINE-CLEO HS",NULL,NULL,"Aline-Cleo HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.24,0.95,1,0.9,5,0.67,0,0.33,0.05,0,0.78,0,2,0,85,1.00,23,70,C,32,75,C,13,62,D,14,64,D,NULL,NULL,NULL,82,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,44,I004,705,44I004705,ALINE-CLEO,"ALINE-CLEO HS","High School",50,"ALINE-CLEO HS",N/A,N/A,N/A,,,,,,"",,0,,0,0.86,"> 0.95",1,0.67,0,0.67,0,0.6,0.33,0,0.25,0,2,0,48,1.00,15,80,B,29,62,D,0,0,**,0,0,**,0,0,N/,59,61,D,"High School",50,50,0,1,63,D,44I004,D
2016,44,I004,705,44I004705,ALINE-CLEO,"ALINE-CLEO HS",NULL,NULL,"ALINE-CLEO HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,0.37,"> 0.95",1,0.91,5,0.00,1,0.67,0.75,1,0.60,0,5,1,77,0.99,14,71,C,13,69,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,27,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,62,I001,105,62I001105,ALLEN,"ALLEN ES",NULL,NULL,"Allen ES",31,48,"F    ",33,55,"F    ",64,52,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,571,1.00,184,61,D,184,54,F,56,39,F,NULL,NULL,D,NULL,NULL,NULL,481,57,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,62,I001,105,62I001105,ALLEN,"ALLEN ES","Middle School",50,"ALLEN ES",40,40,"F    ",40,40,"F    ",80,40,"F    ",0.94,6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,658,1.00,206,60,D,207,59,F,61,46,F,106,45,F,0,0,N/,580,56,F,"Middle School",50,25,25,8,62,D-,62I001,D
2016,62,I001,105,62I001105,ALLEN,"ALLEN ES",NULL,NULL,"ALLEN ES",40,60,"D    ",40,38,"F    ",80,49,"F    ","> 0.95",6,"< 0.05",2,0.44,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,630,1.00,163,73,C,163,55,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,326,64,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,62,I001,705,62I001705,ALLEN,"ALLEN HS",NULL,NULL,"Allen HS",NULL,NULL,NULL,NULL,NULL,NULL,14,93,"A    ",NULL,NULL,NULL,NULL,0.12,0.95,1,0.95,5,0.95,1,0.5,0.43,0,0.67,0,3,1,220,1.00,64,86,B,78,81,B,33,58,F,29,90,A,NULL,NULL,NULL,204,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,62,I001,705,62I001705,ALLEN,"ALLEN HS","High School",50,"ALLEN HS",,,,,,,13,92,"A    ",,0,,0,0.31,"> 0.95",1,0.93,5,0.88,1,0.59,0.58,0,0.64,0,4,1,218,1.00,68,88,B,79,84,B,37,30,F,30,77,C,0,0,N/,214,75,C,"High School",50,25,25,8,91,A-,62I001,A
2016,62,I001,705,62I001705,ALLEN,"ALLEN HS",NULL,NULL,"ALLEN HS",NULL,NULL,NULL,NULL,NULL,NULL,16,50,"F    ",N/A,0,N/A,0,0.34,"> 0.95",1,"> 0.95",5,0.00,1,0.87,0.54,1,0.60,0,4,1,233,1.00,28,79,C,36,83,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,64,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,C035,105,19C035105,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL",NULL,NULL,"Allen-Bowden Public School",31,35,"F    ",32,50,"F    ",63,43,"F    ",0.94,6,0.05,2,0.11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,583,1.00,187,58,F,187,54,F,58,34,F,58,55,F,NULL,NULL,NULL,490,53,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,C035,105,19C035105,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL","Middle School",50,"ALLEN-BOWDEN PUBLIC SCHOOL",37,49,"F    ",37,43,"F    ",74,46,"F    ",0.92,0,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,650,1.00,188,64,D,189,54,F,62,44,F,99,63,D,0,0,N/,538,58,F,"Middle School",50,25,25,2,61,D-,19C035,D
2016,19,C035,105,19C035105,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL",NULL,NULL,"ALLEN-BOWDEN PUBLIC SCHOOL",40,57,"F    ",41,59,"F    ",81,58,"F    ",0.94,6,"< 0.05",2,0.15,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,660,1.00,165,74,C,166,70,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,331,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,705,33I018705,ALTUS,"ALTUS HS",NULL,NULL,"Altus HS",49,71,"C    ",32,47,"F    ",81,62,"D    ",NULL,NULL,NULL,NULL,0.95,0.52,1,0.8,0,0.62,0,0.72,0.59,0,0.66,0,4,1,1435,1.00,418,87,B,527,73,C,212,44,F,185,82,B,NULL,NULL,NULL,1342,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,705,33I018705,ALTUS,"ALTUS HS","High School",50,"ALTUS HS",44,68,"D    ",50,64,"D    ",94,66,"D    ",,0,,0,"> 0.95","> 0.95",1,0.88,0,0.71,0,0.75,0.65,1,0.70,0,5,1,1350,1.00,403,83,B,511,79,C,224,42,F,199,73,C,0,0,N/,1337,73,C,"High School",50,25,25,3,77,C+,33I018,C
2016,33,I018,705,33I018705,ALTUS,"ALTUS HS",NULL,NULL,"ALTUS HS",47,64,"D    ",46,46,"F    ",93,55,"F    ",N/A,0,N/A,0,0.71,"> 0.95",1,0.86,0,0.67,0,0.72,0.64,0,0.64,0,2,0,1340,0.99,190,88,B,185,80,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,375,84,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,145,33I018145,ALTUS,"ALTUS INTERMEDIATE SCHOOL",NULL,NULL,"Altus Intermediate School",109,43,"F    ",111,59,"F    ",220,51,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1801,1.00,482,69,D,482,78,C,248,44,F,NULL,NULL,C,NULL,NULL,NULL,1462,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,145,33I018145,ALTUS,"ALTUS INTERMEDIATE SCHOOL",Elementary,50,"ALTUS INTERMEDIATE SCHOOL",105,40,"F    ",105,50,"F    ",210,45,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1688,1.00,442,67,D,442,76,C,221,50,F,221,70,C,0,0,N/,1326,68,D,Elementary,50,25,25,10,74,C,33I018,C
2016,33,I018,145,33I018145,ALTUS,"ALTUS INTERMEDIATE SCHOOL",NULL,NULL,"ALTUS INTERMEDIATE SCHOOL",98,38,"F    ",98,59,"F    ",196,48,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1324,1.00,395,76,C,396,83,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,791,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,625,33I018625,ALTUS,"ALTUS JHS",NULL,NULL,"Altus JHS",106,63,"D    ",106,64,"D    ",212,64,"D    ",0.95,6,0.05,2,0.95,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1754,0.99,463,79,C,461,82,B,NULL,NULL,F,230,77,C,NULL,NULL,NULL,1383,76,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,625,33I018625,ALTUS,"ALTUS JHS","Middle School",50,"ALTUS JHS",102,47,"F    ",102,49,"F    ",204,48,"F    ",0.95,6,"< 0.05",2,"> 0.95",,2,,0,0.00,0,,0.00,0,0.00,0,0,0,1888,1.00,434,74,C,436,76,C,212,40,F,436,53,F,0,0,N/,1518,64,D,"Middle School",50,25,25,10,74,C,33I018,C
2016,33,I018,625,33I018625,ALTUS,"ALTUS JHS",NULL,NULL,"ALTUS JHS",104,54,"F    ",106,59,"F    ",210,57,"F    ","> 0.95",6,"< 0.05",2,"> 0.95",N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1688,1.00,421,80,B,427,81,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,848,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,105,33I018105,ALTUS,"RIVERS ES",NULL,NULL,"Rivers ES",NULL,NULL,NULL,NULL,NULL,NULL,15,87,"B    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,194,0.99,87,92,A,87,95,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174,94,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,105,33I018105,ALTUS,"RIVERS ES",Elementary,50,"RIVERS ES",,,,,,,18,100,"A    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,169,1.00,77,95,A,77,96,A,0,0,N/,0,0,N/,0,0,N/,154,95,A,Elementary,50,25,25,10,108,A+,33I018,A
2016,33,I018,105,33I018105,ALTUS,"RIVERS ES",NULL,NULL,"RIVERS ES",NULL,NULL,NULL,NULL,NULL,NULL,13,92,"A    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,178,1.00,27,96,A,28,100,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,55,98,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,120,33I018120,ALTUS,"ROOSEVELT ES",NULL,NULL,"Roosevelt ES",10,70,"C    ",10,20,"F    ",20,45,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208,0.99,92,71,C,92,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,120,33I018120,ALTUS,"ROOSEVELT ES",Elementary,50,"ROOSEVELT ES",,,,,,,18,50,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,181,0.99,83,78,C,82,74,C,0,0,N/,0,0,N/,0,0,N/,165,76,C,Elementary,50,25,25,10,81,B-,33I018,B
2016,33,I018,120,33I018120,ALTUS,"ROOSEVELT ES",NULL,NULL,"ROOSEVELT ES",NULL,NULL,NULL,NULL,NULL,NULL,18,39,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,174,1.00,38,55,F,38,76,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,76,66,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,125,33I018125,ALTUS,"SUNSET ES",NULL,NULL,"Sunset ES",19,53,"F    ",19,47,"F    ",38,50,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,1.00,151,87,B,151,88,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,87,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,125,33I018125,ALTUS,"SUNSET ES",Elementary,50,"SUNSET ES",17,59,"F    ",17,76,"C    ",34,68,"D    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,292,1.00,141,85,B,141,91,A,0,0,N/,0,0,N/,0,0,N/,282,88,B,Elementary,50,25,25,10,94,A,33I018,A
2016,33,I018,125,33I018125,ALTUS,"SUNSET ES",NULL,NULL,"SUNSET ES",19,37,"F    ",19,58,"F    ",38,47,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,338,1.00,79,77,C,79,78,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,158,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,130,33I018130,ALTUS,"WASHINGTON ES",NULL,NULL,"Washington ES",12,67,"D    ",12,58,"F    ",24,63,"D    ",0.94,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213,0.99,96,65,D,96,48,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192,56,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,130,33I018130,ALTUS,"WASHINGTON ES",Elementary,50,"WASHINGTON ES",10,70,"C    ",10,90,"A    ",20,80,"B    ",0.94,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,157,1.00,71,65,D,71,63,D,0,0,N/,0,0,N/,0,0,N/,142,64,D,Elementary,50,25,25,10,82,B-,33I018,B
2016,33,I018,130,33I018130,ALTUS,"WASHINGTON ES",NULL,NULL,"WASHINGTON ES",NULL,NULL,NULL,NULL,NULL,NULL,16,50,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,176,1.00,35,60,D,35,89,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,70,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I018,135,33I018135,ALTUS,"WILL ROGERS ES",NULL,NULL,"Will Rogers ES",10,80,"B    ",10,80,"B    ",20,80,"B    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173,1.00,80,74,C,80,79,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160,76,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I018,135,33I018135,ALTUS,"WILL ROGERS ES",Elementary,50,"WILL ROGERS ES",,,,,,,18,67,"D    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,155,0.99,74,80,B,74,78,C,0,0,N/,0,0,N/,0,0,N/,148,79,C,Elementary,50,25,25,10,88,B+,33I018,B
2016,33,I018,135,33I018135,ALTUS,"WILL ROGERS ES",NULL,NULL,"WILL ROGERS ES",NULL,NULL,NULL,NULL,NULL,NULL,14,64,"D    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,148,1.00,29,79,C,29,86,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,58,83,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,76,I001,705,76I001705,ALVA,"ALVA HS",NULL,NULL,"Alva HS",NULL,NULL,"C    ",NULL,NULL,NULL,18,72,"C    ",NULL,NULL,NULL,NULL,0.71,0.95,1,0.86,0,0.88,1,0.74,0.47,0,0.78,0,3,1,286,1.00,119,87,B,154,86,B,58,59,F,63,87,B,NULL,NULL,NULL,394,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,76,I001,705,76I001705,ALVA,"ALVA HS","High School",50,"ALVA HS",,,"A    ",,,,21,90,"A    ",,0,,0,"> 0.95","> 0.95",1,0.79,0,0.90,1,0.79,0.62,1,0.64,0,3,1,245,1.00,111,87,B,131,92,A,41,56,F,57,58,F,0,0,N/,340,80,B,"High School",50,25,25,4,90,A-,76I001,A
2016,76,I001,705,76I001705,ALVA,"ALVA HS",NULL,NULL,"ALVA HS",16,50,"F    ",17,71,"C    ",33,61,"D    ",N/A,0,N/A,0,"> 0.95","> 0.95",1,0.81,0,0.89,1,0.66,0.60,0,0.68,0,5,1,298,0.99,66,77,C,68,72,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,134,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,76,I001,505,76I001505,ALVA,"ALVA MS",NULL,NULL,"Alva MS",45,56,"F    ",46,54,"F    ",91,55,"F    ",0.95,6,0.05,2,0.44,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,668,1.00,202,74,C,202,69,D,70,56,F,71,73,C,NULL,NULL,NULL,545,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,76,I001,505,76I001505,ALVA,"ALVA MS","Middle School",50,"ALVA MS",45,51,"F    ",45,38,"F    ",90,44,"F    ",0.95,6,"< 0.05",2,0.45,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,694,1.00,193,74,C,192,65,D,71,66,D,130,72,C,0,0,N/,586,69,D,"Middle School",50,25,25,10,75,C,76I001,C
2016,76,I001,505,76I001505,ALVA,"ALVA MS",NULL,NULL,"ALVA MS",45,51,"F    ",45,47,"F    ",90,49,"F    ",0.95,6,"< 0.05",2,"> 0.95",N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,576,1.00,183,81,B,183,70,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,366,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,76,I001,105,76I001105,ALVA,"LINCOLN ES",NULL,NULL,"Lincoln ES",31,52,"F    ",31,55,"F    ",62,53,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,1.00,135,72,C,135,81,B,68,54,F,NULL,NULL,B,NULL,NULL,NULL,407,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,76,I001,105,76I001105,ALVA,"LINCOLN ES",Elementary,50,"LINCOLN ES",30,70,"C    ",30,37,"F    ",60,53,"F    ",0.94,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,492,1.00,126,76,C,126,74,C,66,50,F,66,79,C,0,0,N/,384,71,C,Elementary,50,25,25,10,79,C+,76I001,C
2016,76,I001,105,76I001105,ALVA,"LINCOLN ES",NULL,NULL,"LINCOLN ES",24,33,"F    ",24,54,"F    ",48,44,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,352,1.00,100,74,C,100,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,200,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,76,I001,110,76I001110,ALVA,"LONGFELLOW ES",NULL,NULL,"Longfellow ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,132,1.00,61,77,C,61,85,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,76,I001,110,76I001110,ALVA,"LONGFELLOW ES",Elementary,100,"LONGFELLOW ES",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,110,1.00,53,87,B,53,77,C,0,0,N/,0,0,N/,0,0,N/,106,82,B,Elementary,100,0,0,10,92,A-,76I001,A
2016,76,I001,110,76I001110,ALVA,"LONGFELLOW ES",NULL,NULL,"LONGFELLOW ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,194,1.00,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,76,I001,115,76I001115,ALVA,"WASHINGTON ES",NULL,NULL,"Washington ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.94,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,61,77,C,61,85,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,76,I001,115,76I001115,ALVA,"WASHINGTON ES",Elementary,100,"WASHINGTON ES",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A",0.94,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,110,1.00,53,87,B,53,77,C,0,0,N/,0,0,N/,0,0,N/,106,82,B,Elementary,100,0,0,10,92,A-,76I001,A
2016,76,I001,115,76I001115,ALVA,"WASHINGTON ES",NULL,NULL,"WASHINGTON ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,194,1.00,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,26,I128,105,26I128105,AMBER-POCASSET,"AMBER-POCASSET ES",NULL,NULL,"Amber-Pocasset ES",19,63,"D    ",19,68,"D    ",38,66,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,379,1.00,125,84,B,126,81,B,32,69,D,32,94,A,NULL,NULL,NULL,315,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,26,I128,105,26I128105,AMBER-POCASSET,"AMBER-POCASSET ES",Elementary,50,"AMBER-POCASSET ES",22,64,"D    ",23,48,"F    ",45,56,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,365,0.98,117,86,B,123,83,B,34,65,D,34,91,A,0,0,N/,308,83,B,Elementary,50,25,25,10,87,B+,26I128,B
2016,26,I128,105,26I128105,AMBER-POCASSET,"AMBER-POCASSET ES",NULL,NULL,"AMBER-POCASSET ES",22,73,"C    ",22,68,"D    ",44,70,"C    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,336,1.00,90,91,A,90,92,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,180,92,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,26,I128,715,26I128715,AMBER-POCASSET,"AMBER-POCASSET HS",NULL,NULL,"Amber-Pocasset HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.95,0.95,1,0.94,5,0.90,1,0.68,0.63,0,0.86,1,4,1,253,0.96,66,94,A,54,67,D,38,66,D,34,91,A,NULL,NULL,NULL,192,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,26,I128,715,26I128715,AMBER-POCASSET,"AMBER-POCASSET HS","High School",50,"AMBER-POCASSET HS",,,,N/A,N/A,N/A,,,"",,0,,0,0.68,0.91,1,0.95,5,0.00,1,0.7,0.48,0,0.81,1,4,1,215,0.99,70,94,A,69,90,A,37,76,C,45,78,C,0,0,N/,221,86,B,"High School",50,50,0,9,101,A+,26I128,A
2016,26,I128,715,26I128715,AMBER-POCASSET,"AMBER-POCASSET HS",NULL,NULL,"AMBER-POCASSET HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,"> 0.95","> 0.95",1,0.93,5,0.89,1,"> 0.95",0.46,1,0.71,0,4,1,154,0.99,39,90,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,39,90,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
